File Offset (s)	duration (s)	Begin File	uniqID	Tag1	Tag2
26994.4875	2.299000001	nn09c_20190114_000000.wav	nn09c_1159	1	
27670.7254	3.781	nn09c_20190114_000000.wav	nn09c_1160	1	
30695.1285	5.248	nn01d_20180613_000000.wav	nn01d_158	1	h
30797.3438	4.267	nn01d_20180613_000000.wav	nn01d_159	1	h
31103.0775	3.965	nn01d_20180613_000000.wav	nn01d_160	1	
31952.932	4.267	nn01d_20180613_000000.wav	nn01d_161	1	
32154.3766	3.398	nn01d_20180613_000000.wav	nn01d_162	1	
32174.087	4.456	nn01d_20180613_000000.wav	nn01d_163	1	
32187.2245	5.437	nn01d_20180613_000000.wav	nn01d_164	1	
32193.8324	4.153	nn01d_20180613_000000.wav	nn01d_165	1	
32218.5271	4.04	nn01d_20180613_000000.wav	nn01d_166	1	
32284.6411	3.473	nn01d_20180613_000000.wav	nn01d_167	1	
