Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)		Begin Path	File Offset (s)	Begin File	Site	hour	fileDate	date(raven)	Tag 1	Tag 2	notes	Analyst	Begin Path (old)
226	Spectrogram 1	1	2437354.148	2437358.62	24.6	63.7		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	19812.5961	nn05e_20181106_000000.wav	nn05e	5	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
227	Spectrogram 1	1	2444344.222	2444349.067	21.4	51.1		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	26802.6708	nn05e_20181106_000000.wav	nn05e	7	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
228	Spectrogram 1	1	2459485.129	2459487.961	22.1	44.8		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	41943.5775	nn05e_20181106_000000.wav	nn05e	11	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
229	Spectrogram 1	1	2459724.067	2459726.34	19.31	38.621		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	42182.5154	nn05e_20181106_000000.wav	nn05e	11	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
230	Spectrogram 1	1	2460475.129	2460478.707	19.5	53.6		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	42933.5775	nn05e_20181106_000000.wav	nn05e	11	6-Nov-18	6-Nov-18		m		yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
231	Spectrogram 1	1	2461310.396	2461313.564	16.4	45.4		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	43768.8446	nn05e_20181106_000000.wav	nn05e	12	6-Nov-18	6-Nov-18			tricky	yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
232	Spectrogram 1	1	2463366.235	2463368.992	15.135	40.991		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	45824.6831	nn05e_20181106_000000.wav	nn05e	12	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
233	Spectrogram 1	1	2463377.34	2463380.172	19.5	40.4		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	45835.7887	nn05e_20181106_000000.wav	nn05e	12	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
234	Spectrogram 1	1	2466588.868	2466591.738	22.703	49.189		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	49047.3166	nn05e_20181106_000000.wav	nn05e	13	6-Nov-18	6-Nov-18			marginal	yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
235	Spectrogram 1	1	2468194.353	2468198.676	21.441	59.91		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	50652.8012	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18			marginal	yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
236	Spectrogram 1	1	2468468.042	2468472.775	17.027	40.36		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	50926.4906	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
237	Spectrogram 1	1	2469045.868	2469050.899	26.486	76.306		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51504.3167	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18		m		yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
238	Spectrogram 1	1	2469049.148	2469052.986	20.18	49.82		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51507.5963	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
239	Spectrogram 1	1	2469053.396	2469058.874	22.072	55.495		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51511.8446	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
240	Spectrogram 1	1	2469228.216	2469232.874	22.072	51.712		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51686.6645	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
241	Spectrogram 1	1	2469234.067	2469236.079	24.595	42.252		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51692.5154	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
242	Spectrogram 1	1	2469237.048	2469244.315	21.441	51.712		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51695.4967	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
243	Spectrogram 1	1	2469244.874	2469249.756	21.441	40.991		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51703.3227	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
244	Spectrogram 1	1	2469250.986	2469256.762	19.55	47.928		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51709.4346	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
245	Spectrogram 1	1	2469270.291	2469273.98	23.964	47.297		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51728.7391	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
246	Spectrogram 1	1	2469287.21	2469290.042	21.441	44.775		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51745.6583	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
247	Spectrogram 1	1	2469290.601	2469293.769	18.919	41.622		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51749.0496	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
248	Spectrogram 1	1	2469336.551	2469339.607	30.901	55.495		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51794.9999	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
249	Spectrogram 1	1	2469345.458	2469347.657	27.748	51.081		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51803.9068	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
250	Spectrogram 1	1	2469396.589	2469400.017	27.117	59.91		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	51855.0373	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
251	Spectrogram 1	1	2470659.384	2470663.558	16.396	49.189		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	53117.8321	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
252	Spectrogram 1	1	2471131.669	2471135.694	19.55	48.559		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	53590.1179	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
253	Spectrogram 1	1	2471350.278	2471351.881	20.811	49.189		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20181106_000000.wav	53808.7266	nn05e_20181106_000000.wav	nn05e	14	6-Nov-18	6-Nov-18				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20181106_000000.wav
254	Spectrogram 1	1	2537888.403	2537890.229	26.4	53.4		L:\ELP\Projects\Nouabale\nn_sounds\nn05e\nn05e_20190108_000000.wav	34006.2464	nn05e_20190108_000000.wav	nn05e	9	8-Jan-19	8-Jan-19				yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05e_201809_sep\nn05e_20190108_000000.wav
255	Spectrogram 1	1	8228623.082	8228625.094	31.2	40.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	26252.795	nn06d_20180722_000000.wav	nn06d	7	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
256	Spectrogram 1	1	8228630.573	8228632.883	30.1	47.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	26260.286	nn06d_20180722_000000.wav	nn06d	7	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
257	Spectrogram 1	1	8255785.566	8255789.181	21.2	36.7		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	53415.279	nn06d_20180722_000000.wav	nn06d	14	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
258	Spectrogram 1	1	8257327.231	8257331.964	17.8	31.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	54956.944	nn06d_20180722_000000.wav	nn06d	15	22-Jul-18	22-Jul-18			marginal	sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
259	Spectrogram 1	1	8258401.38	8258407.156	17.8	31.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	56031.093	nn06d_20180722_000000.wav	nn06d	15	22-Jul-18	22-Jul-18			marginal	sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
260	Spectrogram 1	1	8282769.802	8282771.293	32.3	51.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	80399.515	nn06d_20180722_000000.wav	nn06d	22	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
261	Spectrogram 1	1	8282774.424	8282775.654	25.6	41.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	80404.137	nn06d_20180722_000000.wav	nn06d	22	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
262	Spectrogram 1	1	8282825.293	8282827.007	18.9	50.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	80455.006	nn06d_20180722_000000.wav	nn06d	22	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
263	Spectrogram 1	1	8285253.467	8285254.846	22.3	37.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	82883.18	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
264	Spectrogram 1	1	8285326.548	8285330.163	24.5	36.7		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	82956.261	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
265	Spectrogram 1	1	8285328.411	8285333.405	29	40.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	82958.124	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
266	Spectrogram 1	1	8285392.958	8285395.939	23.4	37.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	83022.671	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
267	Spectrogram 1	1	8285614.324	8285617.566	29	39		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	83244.037	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
268	Spectrogram 1	1	8285619.132	8285622.225	29	37.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	83248.845	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
269	Spectrogram 1	1	8285640.709	8285645.069	27.8	43.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	83270.422	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
270	Spectrogram 1	1	8285674.101	8285675.442	24.5	37.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	83303.814	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
271	Spectrogram 1	1	8285676.56	8285678.2	22.3	36.7		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	83306.273	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
272	Spectrogram 1	1	8285809.231	8285811.355	25.6	41.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	83438.944	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
273	Spectrogram 1	1	8287521.094	8287522.249	22.3	74.6		L:\ELP\Projects\Nouabale\nn_sounds\nn06d\nn06d_20180722_000000.wav	85150.807	nn06d_20180722_000000.wav	nn06d	23	22-Jul-18	22-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06d_201804_apr\nn06d_20180722_000000.wav
274	Spectrogram 1	1	4642472.398	4642476.739	25	42.483		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180320_000000.wav	58988.6459	nn06e_20180320_000000.wav	nn06e	16	20-Mar-18	20-Mar-18				jdt	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180320_000000.wav
275	Spectrogram 1	1	4642861.13	4642864.596	23.5	40.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180320_000000.wav	59377.3788	nn06e_20180320_000000.wav	nn06e	16	20-Mar-18	20-Mar-18				jdt	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180320_000000.wav
276	Spectrogram 1	1	4642937.528	4642942.149	14.8	48.5		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180320_000000.wav	59453.7763	nn06e_20180320_000000.wav	nn06e	16	20-Mar-18	20-Mar-18		m		jdt	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180320_000000.wav
277	Spectrogram 1	1	4642939.615	4642942.447	24.5	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180320_000000.wav	59455.8633	nn06e_20180320_000000.wav	nn06e	16	20-Mar-18	20-Mar-18				jdt	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180320_000000.wav
278	Spectrogram 1	1	4643082.46	4643085.702	18.9	38.8		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180320_000000.wav	59598.708	nn06e_20180320_000000.wav	nn06e	16	20-Mar-18	20-Mar-18			faint	jdt	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180320_000000.wav
279	Spectrogram 1	1	4643087.64	4643090.919	20.4	37.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180320_000000.wav	59603.8881	nn06e_20180320_000000.wav	nn06e	16	20-Mar-18	20-Mar-18				jdt	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180320_000000.wav
280	Spectrogram 1	1	4644447.907	4644452.304	21.5	34.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180320_000000.wav	60964.1551	nn06e_20180320_000000.wav	nn06e	16	20-Mar-18	20-Mar-18				jdt	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180320_000000.wav
281	Spectrogram 1	1	4644452.565	4644455.397	20.9	34.7		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180320_000000.wav	60968.8135	nn06e_20180320_000000.wav	nn06e	16	20-Mar-18	20-Mar-18			faint	jdt	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180320_000000.wav
282	Spectrogram 1	1	4670790.999	4670797.092	12.9	38.621		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	966.1303	nn06e_20180413_000000.wav	nn06e	0	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
283	Spectrogram 1	1	4670795.266	4670801.341	33.1	52.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	970.3974	nn06e_20180413_000000.wav	nn06e	0	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
284	Spectrogram 1	1	4724289.44	4724293.316	9.3	31.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	54464.5714	nn06e_20180413_000000.wav	nn06e	15	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
285	Spectrogram 1	1	4726225.8	4726232.21	17.1	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	56400.9316	nn06e_20180413_000000.wav	nn06e	15	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
286	Spectrogram 1	1	4727818.856	4727825.266	12.1	44.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	57993.9875	nn06e_20180413_000000.wav	nn06e	16	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
287	Spectrogram 1	1	4727833.8	4727839.167	16	38.6		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	58008.9318	nn06e_20180413_000000.wav	nn06e	16	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
288	Spectrogram 1	1	4727924.471	4727929.465	11	33.6		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	58099.6024	nn06e_20180413_000000.wav	nn06e	16	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
289	Spectrogram 1	1	4728173.974	4728178.297	16	33.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	58349.1055	nn06e_20180413_000000.wav	nn06e	16	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
290	Spectrogram 1	1	4728867.105	4728872.546	15.4	38.6		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	59042.236	nn06e_20180413_000000.wav	nn06e	16	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
291	Spectrogram 1	1	4728887.266	4728893.602	13.2	41.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180413_000000.wav	59062.3974	nn06e_20180413_000000.wav	nn06e	16	13-Apr-18	13-Apr-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180413_000000.wav
292	Spectrogram 1	1	4864374.516	4864380.144	19.954	39.264		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180603_000000.wav	21867.9254	nn06e_20180603_000000.wav	nn06e	6	3-Jun-18	3-Jun-18			added	edr	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180603_000000.wav
293	Spectrogram 1	1	4865193.56	4865199.634	16.736	43.126		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180603_000000.wav	22686.9689	nn06e_20180603_000000.wav	nn06e	6	3-Jun-18	3-Jun-18			added	edr	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180603_000000.wav
294	Spectrogram 1	1	4865487.392	4865492.945	24.46	39.264		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180603_000000.wav	22980.8013	nn06e_20180603_000000.wav	nn06e	6	3-Jun-18	3-Jun-18			added	edr	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180603_000000.wav
295	Spectrogram 1	1	4865586.075	4865590.957	23.172	43.126		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180603_000000.wav	23079.4845	nn06e_20180603_000000.wav	nn06e	6	3-Jun-18	3-Jun-18			added	edr	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180603_000000.wav
296	Spectrogram 1	1	4865632.417	4865639.777	15.448	37.333		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180603_000000.wav	23125.826	nn06e_20180603_000000.wav	nn06e	6	3-Jun-18	3-Jun-18			addded	edr	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180603_000000.wav
297	Spectrogram 1	1	4865924.405	4865930.87	22.3	43.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180603_000000.wav	23417.8139	nn06e_20180603_000000.wav	nn06e	6	3-Jun-18	3-Jun-18				ssl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180603_000000.wav
298	Spectrogram 1	1	4868049.103	4868055.963	24.3	46.345		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180603_000000.wav	25542.5116	nn06e_20180603_000000.wav	nn06e	7	3-Jun-18	3-Jun-18				ssl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180603_000000.wav
299	Spectrogram 1	1	4868061.986	4868067.056	25	40.8		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180603_000000.wav	25555.3953	nn06e_20180603_000000.wav	nn06e	7	3-Jun-18	3-Jun-18				ssl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06e_201801_jan\nn06e_20180603_000000.wav
300	Spectrogram 1	1	8448508.734	8448512.163	22.3	42.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73458.261	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
